,bacc,animal,genotype,condition,classifier,cell,trial,equal_bacc_sample,cell_trial,cond
0,0.7819003573680892,29,Tg,GluA2,QDA,,,True,baseline,Tg-GluA2
0,0.8953537936913896,30,Tg,GluA2,QDA,,,True,baseline,Tg-GluA2
0,0.9639789415350513,0,WT,Veh,NN,,,True,baseline,WT-Veh
0,0.9643155840535266,1,WT,Veh,NN,,,True,baseline,WT-Veh
0,0.8058733790999237,2,WT,Veh,NN,,,True,baseline,WT-Veh
0,0.9704685852041586,3,WT,Veh,NN,,,True,baseline,WT-Veh
0,0.9299999999999999,4,WT,Veh,NN,,,True,baseline,WT-Veh
0,0.8319319880418535,5,WT,Veh,NN,,,True,baseline,WT-Veh
0,0.9852304056715242,6,WT,Veh,NN,,,True,baseline,WT-Veh
0,0.8928833455612619,7,WT,Veh,NN,,,True,baseline,WT-Veh
0,0.8566212268743914,8,WT,Veh,NN,,,True,baseline,WT-Veh
0,0.9772064670023854,9,WT,Veh,NN,,,True,baseline,WT-Veh
0,0.8121148459383754,10,WT,GluA2,NN,,,True,baseline,WT-GluA2
0,0.5872340425531914,11,WT,GluA2,NN,,,True,baseline,WT-GluA2
0,0.9683399885909869,12,WT,GluA2,NN,,,True,baseline,WT-GluA2
0,0.977815256875973,13,WT,GluA2,NN,,,True,baseline,WT-GluA2
0,0.9007329842931937,14,WT,GluA2,NN,,,True,baseline,WT-GluA2
0,0.7966562173458726,15,WT,GluA2,NN,,,True,baseline,WT-GluA2
0,0.86852038248616,16,WT,GluA2,NN,,,True,baseline,WT-GluA2
0,0.5,17,Tg,Veh,NN,,,True,baseline,Tg-Veh
0,0.6415161176053843,18,Tg,Veh,NN,,,True,baseline,Tg-Veh
0,0.9861111111111112,19,Tg,Veh,NN,,,True,baseline,Tg-Veh
0,0.8911143481427531,20,Tg,Veh,NN,,,True,baseline,Tg-Veh
0,0.6279547790339157,21,Tg,Veh,NN,,,True,baseline,Tg-Veh
0,0.8052679382379655,22,Tg,Veh,NN,,,True,baseline,Tg-Veh
0,0.5020997375328083,23,Tg,Veh,NN,,,True,baseline,Tg-Veh
0,0.7024714828897338,24,Tg,GluA2,NN,,,True,baseline,Tg-GluA2
0,0.7692702980472764,25,Tg,GluA2,NN,,,True,baseline,Tg-GluA2
0,0.9295289517780674,26,Tg,GluA2,NN,,,True,baseline,Tg-GluA2
0,0.7205181347150259,27,Tg,GluA2,NN,,,True,baseline,Tg-GluA2
0,0.9539590747330962,28,Tg,GluA2,NN,,,True,baseline,Tg-GluA2
0,0.9405087239857053,29,Tg,GluA2,NN,,,True,baseline,Tg-GluA2
0,0.969309462915601,30,Tg,GluA2,NN,,,True,baseline,Tg-GluA2
0,0.9749238016070934,0,WT,Veh,SVM,,,True,baseline,WT-Veh
0,0.980415388904377,1,WT,Veh,SVM,,,True,baseline,WT-Veh
0,0.8897787948131197,2,WT,Veh,SVM,,,True,baseline,WT-Veh
0,0.9730299834262468,3,WT,Veh,SVM,,,True,baseline,WT-Veh
0,0.9388034188034189,4,WT,Veh,SVM,,,True,baseline,WT-Veh
0,0.8372571001494769,5,WT,Veh,SVM,,,True,baseline,WT-Veh
0,0.9881843245372194,6,WT,Veh,SVM,,,True,baseline,WT-Veh
0,0.9408168256297383,7,WT,Veh,SVM,,,True,baseline,WT-Veh
0,0.8788948393378773,8,WT,Veh,SVM,,,True,baseline,WT-Veh
0,0.9892658362046116,9,WT,Veh,SVM,,,True,baseline,WT-Veh
0,0.8084733893557423,10,WT,GluA2,SVM,,,True,baseline,WT-GluA2
0,0.6159574468085107,11,WT,GluA2,SVM,,,True,baseline,WT-GluA2
0,0.9758509222285605,12,WT,GluA2,SVM,,,True,baseline,WT-GluA2
0,0.9865075246497146,13,WT,GluA2,SVM,,,True,baseline,WT-GluA2
0,0.9258638743455497,14,WT,GluA2,SVM,,,True,baseline,WT-GluA2
0,0.8110762800417972,15,WT,GluA2,SVM,,,True,baseline,WT-GluA2
0,0.8951937594363362,16,WT,GluA2,SVM,,,True,baseline,WT-GluA2
0,0.65,17,Tg,Veh,SVM,,,True,baseline,Tg-Veh
0,0.5843074743181014,18,Tg,Veh,SVM,,,True,baseline,Tg-Veh
0,0.9886363636363636,19,Tg,Veh,SVM,,,True,baseline,Tg-Veh
0,0.9457392571012382,20,Tg,Veh,SVM,,,True,baseline,Tg-Veh
0,0.6901336073997945,21,Tg,Veh,SVM,,,True,baseline,Tg-Veh
0,0.8138056312443234,22,Tg,Veh,SVM,,,True,baseline,Tg-Veh
0,0.5,23,Tg,Veh,SVM,,,True,baseline,Tg-Veh
0,0.6461162411732754,24,Tg,GluA2,SVM,,,True,baseline,Tg-GluA2
0,0.7840013703323055,25,Tg,GluA2,SVM,,,True,baseline,Tg-GluA2
0,0.9543846583504003,26,Tg,GluA2,SVM,,,True,baseline,Tg-GluA2
0,0.6823834196891192,27,Tg,GluA2,SVM,,,True,baseline,Tg-GluA2
0,0.9679715302491103,28,Tg,GluA2,SVM,,,True,baseline,Tg-GluA2
0,0.9639478663022913,29,Tg,GluA2,SVM,,,True,baseline,Tg-GluA2
0,0.9733589087809036,30,Tg,GluA2,SVM,,,True,baseline,Tg-GluA2
0,0.5651149903020227,0,WT,Veh,LDA,25,600,True,c25_t600,WT-Veh
0,0.6368831892946752,1,WT,Veh,LDA,25,600,True,c25_t600,WT-Veh
0,0.5202135774218154,2,WT,Veh,LDA,25,600,True,c25_t600,WT-Veh
0,0.6707849932198282,3,WT,Veh,LDA,25,600,True,c25_t600,WT-Veh
0,0.6976923076923077,4,WT,Veh,LDA,25,600,True,c25_t600,WT-Veh
0,0.6268684603886397,5,WT,Veh,LDA,25,600,True,c25_t600,WT-Veh
0,0.5267821977156361,6,WT,Veh,LDA,25,600,True,c25_t600,WT-Veh
0,0.6681340180973343,7,WT,Veh,LDA,25,600,True,c25_t600,WT-Veh
0,0.6024829600778967,8,WT,Veh,LDA,25,600,True,c25_t600,WT-Veh
0,0.60654651470978,9,WT,Veh,LDA,25,600,True,c25_t600,WT-Veh
0,0.6337535014005602,10,WT,GluA2,LDA,25,600,True,c25_t600,WT-GluA2
0,0.498936170212766,11,WT,GluA2,LDA,25,600,True,c25_t600,WT-GluA2
0,0.5638904734740444,12,WT,GluA2,LDA,25,600,True,c25_t600,WT-GluA2
0,0.5223144784639336,13,WT,GluA2,LDA,25,600,True,c25_t600,WT-GluA2
0,0.7554973821989529,14,WT,GluA2,LDA,25,600,True,c25_t600,WT-GluA2
0,0.6688610240334378,15,WT,GluA2,LDA,25,600,True,c25_t600,WT-GluA2
0,0.6065676899849018,16,WT,GluA2,LDA,25,600,True,c25_t600,WT-GluA2
0,0.5,17,Tg,Veh,LDA,25,600,True,c25_t600,Tg-Veh
0,0.4998228834573149,18,Tg,Veh,LDA,25,600,True,c25_t600,Tg-Veh
0,0.5006313131313131,19,Tg,Veh,LDA,25,600,True,c25_t600,Tg-Veh
0,0.5010924981791697,20,Tg,Veh,LDA,25,600,True,c25_t600,Tg-Veh
0,0.5010277492291881,21,Tg,Veh,LDA,25,600,True,c25_t600,Tg-Veh
0,0.6301544050862852,22,Tg,Veh,LDA,25,600,True,c25_t600,Tg-Veh
0,0.5,23,Tg,Veh,LDA,25,600,True,c25_t600,Tg-Veh
0,0.49891363389462245,24,Tg,GluA2,LDA,25,600,True,c25_t600,Tg-GluA2
0,0.5219253168893456,25,Tg,GluA2,LDA,25,600,True,c25_t600,Tg-GluA2
0,0.5208527276112456,26,Tg,GluA2,LDA,25,600,True,c25_t600,Tg-GluA2
0,0.6848704663212435,27,Tg,GluA2,LDA,25,600,True,c25_t600,Tg-GluA2
0,0.5533807829181494,28,Tg,GluA2,LDA,25,600,True,c25_t600,Tg-GluA2
0,0.6423165860836662,29,Tg,GluA2,LDA,25,600,True,c25_t600,Tg-GluA2
0,0.5193947144075022,30,Tg,GluA2,LDA,25,600,True,c25_t600,Tg-GluA2
0,0.7396785813244666,0,WT,Veh,NB,25,600,True,c25_t600,WT-Veh
0,0.7092277669361584,1,WT,Veh,NB,25,600,True,c25_t600,WT-Veh
0,0.6872616323417239,2,WT,Veh,NB,25,600,True,c25_t600,WT-Veh
0,0.7327858972427301,3,WT,Veh,NB,25,600,True,c25_t600,WT-Veh
0,0.7020512820512821,4,WT,Veh,NB,25,600,True,c25_t600,WT-Veh
0,0.6199551569506727,5,WT,Veh,NB,25,600,True,c25_t600,WT-Veh
0,0.7443875541551792,6,WT,Veh,NB,25,600,True,c25_t600,WT-Veh
0,0.6530936659329909,7,WT,Veh,NB,25,600,True,c25_t600,WT-Veh
0,0.6068646543330087,8,WT,Veh,NB,25,600,True,c25_t600,WT-Veh
0,0.7491386164855552,9,WT,Veh,NB,25,600,True,c25_t600,WT-Veh
0,0.6893557422969188,10,WT,GluA2,NB,25,600,True,c25_t600,WT-GluA2
0,0.6053191489361702,11,WT,GluA2,NB,25,600,True,c25_t600,WT-GluA2
0,0.689009317360715,12,WT,GluA2,NB,25,600,True,c25_t600,WT-GluA2
0,0.7560975609756098,13,WT,GluA2,NB,25,600,True,c25_t600,WT-GluA2
0,0.7221989528795811,14,WT,GluA2,NB,25,600,True,c25_t600,WT-GluA2
0,0.6862068965517241,15,WT,GluA2,NB,25,600,True,c25_t600,WT-GluA2
0,0.6485908404630095,16,WT,GluA2,NB,25,600,True,c25_t600,WT-GluA2
0,0.7,17,Tg,Veh,NB,25,600,True,c25_t600,Tg-Veh
0,0.5805880269217145,18,Tg,Veh,NB,25,600,True,c25_t600,Tg-Veh
0,0.7771464646464646,19,Tg,Veh,NB,25,600,True,c25_t600,Tg-Veh
0,0.6442097596504006,20,Tg,Veh,NB,25,600,True,c25_t600,Tg-Veh
0,0.6238437821171634,21,Tg,Veh,NB,25,600,True,c25_t600,Tg-Veh
0,0.5963669391462307,22,Tg,Veh,NB,25,600,True,c25_t600,Tg-Veh
0,0.552755905511811,23,Tg,Veh,NB,25,600,True,c25_t600,Tg-Veh
0,0.6871265616512765,24,Tg,GluA2,NB,25,600,True,c25_t600,Tg-GluA2
0,0.6855087358684482,25,Tg,GluA2,NB,25,600,True,c25_t600,Tg-GluA2
0,0.7240737292869112,26,Tg,GluA2,NB,25,600,True,c25_t600,Tg-GluA2
0,0.685181347150259,27,Tg,GluA2,NB,25,600,True,c25_t600,Tg-GluA2
0,0.7137455516014235,28,Tg,GluA2,NB,25,600,True,c25_t600,Tg-GluA2
0,0.6892999789783477,29,Tg,GluA2,NB,25,600,True,c25_t600,Tg-GluA2
0,0.6118925831202047,30,Tg,GluA2,NB,25,600,True,c25_t600,Tg-GluA2
0,0.785120532003325,0,WT,Veh,QDA,25,600,True,c25_t600,WT-Veh
0,0.7602453303596319,1,WT,Veh,QDA,25,600,True,c25_t600,WT-Veh
0,0.7082379862700229,2,WT,Veh,QDA,25,600,True,c25_t600,WT-Veh
0,0.7440108482748229,3,WT,Veh,QDA,25,600,True,c25_t600,WT-Veh
0,0.7113675213675215,4,WT,Veh,QDA,25,600,True,c25_t600,WT-Veh
0,0.6308856502242153,5,WT,Veh,QDA,25,600,True,c25_t600,WT-Veh
0,0.8227648680582906,6,WT,Veh,QDA,25,600,True,c25_t600,WT-Veh
0,0.6762044509660063,7,WT,Veh,QDA,25,600,True,c25_t600,WT-Veh
0,0.6310856864654333,8,WT,Veh,QDA,25,600,True,c25_t600,WT-Veh
0,0.775245163000265,9,WT,Veh,QDA,25,600,True,c25_t600,WT-Veh
0,0.7078431372549019,10,WT,GluA2,QDA,25,600,True,c25_t600,WT-GluA2
0,0.6723404255319149,11,WT,GluA2,QDA,25,600,True,c25_t600,WT-GluA2
0,0.7467199087278951,12,WT,GluA2,QDA,25,600,True,c25_t600,WT-GluA2
0,0.7935910742086144,13,WT,GluA2,QDA,25,600,True,c25_t600,WT-GluA2
0,0.7349738219895288,14,WT,GluA2,QDA,25,600,True,c25_t600,WT-GluA2
0,0.7153605015673982,15,WT,GluA2,QDA,25,600,True,c25_t600,WT-GluA2
0,0.6741318570709612,16,WT,GluA2,QDA,25,600,True,c25_t600,WT-GluA2
0,0.9,17,Tg,Veh,QDA,25,600,True,c25_t600,Tg-Veh
0,0.5,18,Tg,Veh,QDA,25,600,True,c25_t600,Tg-Veh
0,0.8106060606060606,19,Tg,Veh,QDA,25,600,True,c25_t600,Tg-Veh
0,0.6646030589949017,20,Tg,Veh,QDA,25,600,True,c25_t600,Tg-Veh
0,0.6202466598150052,21,Tg,Veh,QDA,25,600,True,c25_t600,Tg-Veh
0,0.6084468664850136,22,Tg,Veh,QDA,25,600,True,c25_t600,Tg-Veh
0,0.5,23,Tg,Veh,QDA,25,600,True,c25_t600,Tg-Veh
0,0.7001629549158066,24,Tg,GluA2,QDA,25,600,True,c25_t600,Tg-GluA2
0,0.6964713943131209,25,Tg,GluA2,QDA,25,600,True,c25_t600,Tg-GluA2
0,0.7400856451312605,26,Tg,GluA2,QDA,25,600,True,c25_t600,Tg-GluA2
0,0.7012435233160621,27,Tg,GluA2,QDA,25,600,True,c25_t600,Tg-GluA2
0,0.7508896797153025,28,Tg,GluA2,QDA,25,600,True,c25_t600,Tg-GluA2
0,0.6952911498843809,29,Tg,GluA2,QDA,25,600,True,c25_t600,Tg-GluA2
0,0.6935208866155158,30,Tg,GluA2,QDA,25,600,True,c25_t600,Tg-GluA2
0,0.9114713216957606,0,WT,Veh,NN,25,600,True,c25_t600,WT-Veh
0,0.9259130192361305,1,WT,Veh,NN,25,600,True,c25_t600,WT-Veh
0,0.6613272311212814,2,WT,Veh,NN,25,600,True,c25_t600,WT-Veh
0,0.9527648033750189,3,WT,Veh,NN,25,600,True,c25_t600,WT-Veh
0,0.8688034188034188,4,WT,Veh,NN,25,600,True,c25_t600,WT-Veh
0,0.7577541106128549,5,WT,Veh,NN,25,600,True,c25_t600,WT-Veh
0,0.9643560456872784,6,WT,Veh,NN,25,600,True,c25_t600,WT-Veh
0,0.8253851797505503,7,WT,Veh,NN,25,600,True,c25_t600,WT-Veh
0,0.7915043816942551,8,WT,Veh,NN,25,600,True,c25_t600,WT-Veh
0,0.9200901139676649,9,WT,Veh,NN,25,600,True,c25_t600,WT-Veh
0,0.8022408963585435,10,WT,GluA2,NN,25,600,True,c25_t600,WT-GluA2
0,0.5095744680851064,11,WT,GluA2,NN,25,600,True,c25_t600,WT-GluA2
0,0.9447613614755657,12,WT,GluA2,NN,25,600,True,c25_t600,WT-GluA2
0,0.9628956927867152,13,WT,GluA2,NN,25,600,True,c25_t600,WT-GluA2
0,0.8100523560209424,14,WT,GluA2,NN,25,600,True,c25_t600,WT-GluA2
0,0.786833855799373,15,WT,GluA2,NN,25,600,True,c25_t600,WT-GluA2
0,0.7386763965777554,16,WT,GluA2,NN,25,600,True,c25_t600,WT-GluA2
0,0.5,17,Tg,Veh,NN,25,600,True,c25_t600,Tg-Veh
0,0.5515409139213603,18,Tg,Veh,NN,25,600,True,c25_t600,Tg-Veh
0,0.8667929292929293,19,Tg,Veh,NN,25,600,True,c25_t600,Tg-Veh
0,0.7876911871813548,20,Tg,Veh,NN,25,600,True,c25_t600,Tg-Veh
